trade_no,entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,result,risk_pts,critical,month
198,2025-01-18 11:25:00,2025-01-18 11:40:00,BUY,103248.0,103148.0,103448.0,103448.0,200.0,TP,100.0,False,2025-01
199,2025-01-18 12:15:00,2025-01-18 12:20:00,BUY,103680.5,103580.5,103880.5,103880.5,200.0,TP,100.0,False,2025-01
200,2025-01-18 14:30:00,2025-01-18 14:35:00,SELL,104090.5,104190.5,103890.5,103890.5,200.0,TP,100.0,False,2025-01
201,2025-01-18 16:15:00,2025-01-18 16:20:00,SELL,104149.5,104249.5,103949.5,103949.5,200.0,TP,100.0,False,2025-01
202,2025-01-18 17:15:00,2025-01-18 17:20:00,BUY,104025.5,103925.5,104225.5,103925.5,-100.0,SL,100.0,False,2025-01
203,2025-01-18 17:55:00,2025-01-18 18:00:00,SELL,103767.0,103867.0,103567.0,103867.0,-100.0,SL,100.0,False,2025-01
204,2025-01-18 18:30:00,2025-01-18 18:35:00,BUY,104189.0,104089.0,104389.0,104089.0,-100.0,SL,100.0,False,2025-01
205,2025-01-18 20:15:00,2025-01-18 20:25:00,SELL,104216.0,104316.0,104016.0,104016.0,200.0,TP,100.0,False,2025-01
206,2025-01-18 21:00:00,2025-01-18 21:30:00,BUY,104066.5,103966.5,104266.5,103966.5,-100.0,SL,100.0,False,2025-01
207,2025-01-19 02:00:00,2025-01-19 02:05:00,BUY,104625.5,104525.5,104825.5,104825.5,200.0,TP,100.0,False,2025-01
208,2025-01-19 03:05:00,2025-01-19 03:10:00,SELL,104743.0,104843.0,104543.0,104543.0,200.0,TP,100.0,False,2025-01
209,2025-01-19 09:35:00,2025-01-19 09:45:00,BUY,104478.0,104378.0,104678.0,104678.0,200.0,TP,100.0,False,2025-01
210,2025-01-19 14:25:00,2025-01-19 14:30:00,BUY,105221.0,105121.0,105421.0,105121.0,-100.0,SL,100.0,True,2025-01
211,2025-01-19 16:25:00,2025-01-19 16:35:00,BUY,105048.5,104948.5,105248.5,104948.5,-100.0,SL,100.0,False,2025-01
212,2025-01-19 17:45:00,2025-01-19 17:50:00,BUY,104958.5,104858.5,105158.5,105158.5,200.0,TP,100.0,False,2025-01
213,2025-01-19 18:50:00,2025-01-19 19:00:00,SELL,104971.0,105071.0,104771.0,105071.0,-100.0,SL,100.0,False,2025-01
214,2025-01-19 20:15:00,2025-01-19 20:20:00,SELL,105609.0,105709.0,105409.0,105709.0,-100.0,SL,100.0,False,2025-01
215,2025-01-19 20:55:00,2025-01-19 21:00:00,BUY,106393.5,106293.5,106593.5,106293.5,-100.0,SL,100.0,False,2025-01
216,2025-01-19 22:15:00,2025-01-19 22:20:00,BUY,104190.0,104090.0,104390.0,104090.0,-100.0,SL,100.0,False,2025-01
217,2025-01-20 04:40:00,2025-01-20 04:45:00,BUY,102065.0,101965.0,102265.0,102265.0,200.0,TP,100.0,False,2025-01
218,2025-01-20 06:20:00,2025-01-20 06:25:00,BUY,102746.5,102646.5,102946.5,102646.5,-100.0,SL,100.0,False,2025-01
219,2025-01-20 10:20:00,2025-01-20 10:25:00,BUY,108360.5,108260.5,108560.5,108560.5,200.0,TP,100.0,False,2025-01
220,2025-01-20 12:05:00,2025-01-20 12:10:00,BUY,108562.5,108462.5,108762.5,108462.5,-100.0,SL,100.0,False,2025-01
221,2025-01-20 16:40:00,2025-01-20 16:45:00,BUY,106930.0,106830.0,107130.0,106830.0,-100.0,SL,100.0,False,2025-01
222,2025-01-20 19:00:00,2025-01-20 19:05:00,SELL,103606.5,103706.5,103406.5,103406.5,200.0,TP,100.0,False,2025-01
223,2025-01-20 23:00:00,2025-01-20 23:05:00,SELL,103166.0,103266.0,102966.0,103266.0,-100.0,SL,100.0,False,2025-01
224,2025-01-20 23:45:00,2025-01-20 23:50:00,SELL,102262.0,102362.0,102062.0,102362.0,-100.0,SL,100.0,True,2025-01
225,2025-01-21 00:50:00,2025-01-21 00:55:00,SELL,101632.0,101732.0,101432.0,101432.0,200.0,TP,100.0,False,2025-01
226,2025-01-21 01:25:00,2025-01-21 01:30:00,SELL,101086.0,101186.0,100886.0,100886.0,200.0,TP,100.0,False,2025-01
227,2025-01-21 02:50:00,2025-01-21 02:55:00,BUY,102563.5,102463.5,102763.5,102463.5,-100.0,SL,100.0,False,2025-01
228,2025-01-21 05:10:00,2025-01-21 05:15:00,SELL,101924.0,102024.0,101724.0,102024.0,-100.0,SL,100.0,False,2025-01
229,2025-01-21 08:10:00,2025-01-21 08:15:00,BUY,102421.5,102321.5,102621.5,102321.5,-100.0,SL,100.0,False,2025-01
230,2025-01-21 08:40:00,2025-01-21 08:45:00,SELL,102096.5,102196.5,101896.5,102196.5,-100.0,SL,100.0,False,2025-01
231,2025-01-21 09:20:00,2025-01-21 09:25:00,SELL,102291.0,102391.0,102091.0,102091.0,200.0,TP,100.0,False,2025-01
232,2025-01-21 10:50:00,2025-01-21 11:00:00,BUY,103165.5,103065.5,103365.5,103065.5,-100.0,SL,100.0,False,2025-01
233,2025-01-21 14:30:00,2025-01-21 14:35:00,SELL,104361.0,104461.0,104161.0,104161.0,200.0,TP,100.0,False,2025-01
234,2025-01-21 14:55:00,2025-01-21 15:00:00,SELL,103235.0,103335.0,103035.0,103335.0,-100.0,SL,100.0,True,2025-01
235,2025-01-21 20:30:00,2025-01-21 20:35:00,SELL,106468.0,106568.0,106268.0,106268.0,200.0,TP,100.0,False,2025-01
236,2025-01-21 21:30:00,2025-01-21 21:45:00,BUY,106372.0,106272.0,106572.0,106572.0,200.0,TP,100.0,False,2025-01
237,2025-01-22 01:10:00,2025-01-22 01:15:00,SELL,105768.0,105868.0,105568.0,105868.0,-100.0,SL,100.0,False,2025-01
238,2025-01-22 06:00:00,2025-01-22 06:25:00,BUY,105800.5,105700.5,106000.5,105700.5,-100.0,SL,100.0,False,2025-01
239,2025-01-22 07:20:00,2025-01-22 07:25:00,SELL,105363.5,105463.5,105163.5,105463.5,-100.0,SL,100.0,False,2025-01
240,2025-01-22 08:40:00,2025-01-22 08:45:00,BUY,105048.5,104948.5,105248.5,105248.5,200.0,TP,100.0,False,2025-01
241,2025-01-22 11:15:00,2025-01-22 11:25:00,SELL,104931.0,105031.0,104731.0,104731.0,200.0,TP,100.0,False,2025-01
242,2025-01-22 14:35:00,2025-01-22 14:40:00,SELL,104198.5,104298.5,103998.5,104298.5,-100.0,SL,100.0,False,2025-01
243,2025-01-22 16:00:00,2025-01-22 16:05:00,SELL,103930.5,104030.5,103730.5,104030.5,-100.0,SL,100.0,True,2025-01
244,2025-01-22 17:00:00,2025-01-22 17:10:00,BUY,104065.5,103965.5,104265.5,103965.5,-100.0,SL,100.0,False,2025-01
245,2025-01-22 18:55:00,2025-01-22 19:00:00,SELL,104016.5,104116.5,103816.5,104116.5,-100.0,SL,100.0,False,2025-01
246,2025-01-22 23:10:00,2025-01-22 23:15:00,SELL,103729.0,103829.0,103529.0,103829.0,-100.0,SL,100.0,False,2025-01
247,2025-01-23 01:25:00,2025-01-23 01:35:00,BUY,103522.0,103422.0,103722.0,103422.0,-100.0,SL,100.0,False,2025-01
248,2025-01-23 07:10:00,2025-01-23 07:25:00,BUY,102320.5,102220.5,102520.5,102220.5,-100.0,SL,100.0,False,2025-01
249,2025-01-23 10:20:00,2025-01-23 10:30:00,BUY,101982.5,101882.5,102182.5,101882.5,-100.0,SL,100.0,False,2025-01
250,2025-01-23 13:30:00,2025-01-23 13:40:00,BUY,101904.5,101804.5,102104.5,102104.5,200.0,TP,100.0,False,2025-01
251,2025-01-23 14:30:00,2025-01-23 14:35:00,BUY,102497.5,102397.5,102697.5,102697.5,200.0,TP,100.0,False,2025-01
252,2025-01-23 18:10:00,2025-01-23 18:15:00,SELL,105329.0,105429.0,105129.0,105429.0,-100.0,SL,100.0,False,2025-01
253,2025-01-23 20:10:00,2025-01-23 20:15:00,BUY,104872.0,104772.0,105072.0,104772.0,-100.0,SL,100.0,True,2025-01
254,2025-01-24 01:20:00,2025-01-24 01:25:00,BUY,103752.0,103652.0,103952.0,103652.0,-100.0,SL,100.0,False,2025-01
255,2025-01-24 02:45:00,2025-01-24 02:50:00,SELL,103075.0,103175.0,102875.0,103175.0,-100.0,SL,100.0,False,2025-01
256,2025-01-24 03:25:00,2025-01-24 03:30:00,BUY,103242.0,103142.0,103442.0,103442.0,200.0,TP,100.0,False,2025-01
257,2025-01-24 07:00:00,2025-01-24 07:10:00,BUY,105001.0,104901.0,105201.0,104901.0,-100.0,SL,100.0,False,2025-01
258,2025-01-24 07:35:00,2025-01-24 07:40:00,BUY,104815.5,104715.5,105015.5,104715.5,-100.0,SL,100.0,False,2025-01
259,2025-01-24 09:20:00,2025-01-24 09:30:00,BUY,105596.5,105496.5,105796.5,105496.5,-100.0,SL,100.0,False,2025-01
260,2025-01-24 12:05:00,2025-01-24 12:15:00,SELL,105172.5,105272.5,104972.5,105272.5,-100.0,SL,100.0,False,2025-01
261,2025-01-24 14:20:00,2025-01-24 14:25:00,BUY,105252.0,105152.0,105452.0,105152.0,-100.0,SL,100.0,False,2025-01
262,2025-01-24 19:40:00,2025-01-24 19:50:00,SELL,105857.0,105957.0,105657.0,105657.0,200.0,TP,100.0,False,2025-01
263,2025-01-24 22:50:00,2025-01-24 22:55:00,SELL,104924.5,105024.5,104724.5,104724.5,200.0,TP,100.0,False,2025-01
264,2025-01-25 00:00:00,2025-01-25 00:05:00,SELL,104621.5,104721.5,104421.5,104721.5,-100.0,SL,100.0,False,2025-01
265,2025-01-25 01:20:00,2025-01-25 01:25:00,BUY,104691.5,104591.5,104891.5,104591.5,-100.0,SL,100.0,False,2025-01
266,2025-01-25 02:45:00,2025-01-25 02:50:00,SELL,104502.0,104602.0,104302.0,104602.0,-100.0,SL,100.0,False,2025-01
267,2025-01-25 03:20:00,2025-01-25 03:30:00,BUY,104692.0,104592.0,104892.0,104892.0,200.0,TP,100.0,False,2025-01
268,2025-01-25 08:00:00,2025-01-25 08:05:00,SELL,104272.5,104372.5,104072.5,104372.5,-100.0,SL,100.0,False,2025-01
269,2025-01-25 08:15:00,2025-01-25 08:20:00,BUY,104413.5,104313.5,104613.5,104313.5,-100.0,SL,100.0,False,2025-01
270,2025-01-25 08:45:00,2025-01-25 08:50:00,BUY,104307.5,104207.5,104507.5,104207.5,-100.0,SL,100.0,False,2025-01
271,2025-01-25 11:45:00,2025-01-25 12:05:00,BUY,104577.5,104477.5,104777.5,104477.5,-100.0,SL,100.0,False,2025-01
272,2025-01-25 12:20:00,2025-01-25 12:35:00,SELL,104464.0,104564.0,104264.0,104564.0,-100.0,SL,100.0,False,2025-01
273,2025-01-25 14:00:00,2025-01-25 15:00:00,SELL,104549.0,104649.0,104349.0,104649.0,-100.0,SL,100.0,False,2025-01
274,2025-01-25 16:20:00,2025-01-25 17:10:00,SELL,104699.0,104799.0,104499.0,104499.0,200.0,TP,100.0,False,2025-01
275,2025-01-25 17:55:00,2025-01-25 18:05:00,BUY,104798.0,104698.0,104998.0,104998.0,200.0,TP,100.0,False,2025-01
276,2025-01-25 19:05:00,2025-01-25 19:10:00,BUY,105131.0,105031.0,105331.0,105031.0,-100.0,SL,100.0,False,2025-01
277,2025-01-25 19:25:00,2025-01-25 20:00:00,SELL,104937.0,105037.0,104737.0,105037.0,-100.0,SL,100.0,False,2025-01
278,2025-01-25 20:35:00,2025-01-25 20:45:00,SELL,104937.0,105037.0,104737.0,105037.0,-100.0,SL,100.0,False,2025-01
279,2025-01-25 21:50:00,2025-01-25 22:00:00,BUY,104956.0,104856.0,105156.0,105156.0,200.0,TP,100.0,False,2025-01
280,2025-01-25 22:40:00,2025-01-25 23:00:00,BUY,105073.5,104973.5,105273.5,104973.5,-100.0,SL,100.0,False,2025-01
281,2025-01-26 02:15:00,2025-01-26 02:50:00,BUY,104622.0,104522.0,104822.0,104522.0,-100.0,SL,100.0,False,2025-01
282,2025-01-26 05:20:00,2025-01-26 05:45:00,SELL,105048.0,105148.0,104848.0,105148.0,-100.0,SL,100.0,False,2025-01
283,2025-01-26 07:25:00,2025-01-26 07:30:00,BUY,105047.0,104947.0,105247.0,104947.0,-100.0,SL,100.0,False,2025-01
284,2025-01-26 08:00:00,2025-01-26 08:05:00,SELL,104902.0,105002.0,104702.0,105002.0,-100.0,SL,100.0,False,2025-01
285,2025-01-26 11:20:00,2025-01-26 12:55:00,SELL,104704.5,104804.5,104504.5,104804.5,-100.0,SL,100.0,False,2025-01
286,2025-01-26 14:40:00,2025-01-26 18:10:00,BUY,104918.5,104818.5,105118.5,105118.5,200.0,TP,100.0,False,2025-01
287,2025-01-26 19:00:00,2025-01-26 19:05:00,BUY,105195.0,105095.0,105395.0,105095.0,-100.0,SL,100.0,False,2025-01
288,2025-01-26 22:50:00,2025-01-26 23:00:00,SELL,104438.0,104538.0,104238.0,104238.0,200.0,TP,100.0,False,2025-01
289,2025-01-27 03:00:00,2025-01-27 03:05:00,SELL,100779.0,100879.0,100579.0,100879.0,-100.0,SL,100.0,False,2025-01
290,2025-01-27 04:00:00,2025-01-27 04:10:00,SELL,101167.0,101267.0,100967.0,100967.0,200.0,TP,100.0,False,2025-01
291,2025-01-27 05:25:00,2025-01-27 05:30:00,SELL,100301.5,100401.5,100101.5,100401.5,-100.0,SL,100.0,False,2025-01
292,2025-01-27 07:40:00,2025-01-27 07:45:00,BUY,99172.5,99072.5,99372.5,99072.5,-100.0,SL,100.0,False,2025-01
293,2025-01-27 08:35:00,2025-01-27 08:40:00,SELL,98654.5,98754.5,98454.5,98754.5,-100.0,SL,100.0,False,2025-01
294,2025-01-27 09:25:00,2025-01-27 09:30:00,SELL,98809.0,98909.0,98609.0,98909.0,-100.0,SL,100.0,False,2025-01
295,2025-01-27 10:15:00,2025-01-27 10:20:00,SELL,99029.0,99129.0,98829.0,99129.0,-100.0,SL,100.0,False,2025-01
296,2025-01-27 11:30:00,2025-01-27 11:35:00,BUY,99311.5,99211.5,99511.5,99211.5,-100.0,SL,100.0,False,2025-01
297,2025-01-27 18:40:00,2025-01-27 18:45:00,SELL,99028.5,99128.5,98828.5,99128.5,-100.0,SL,100.0,False,2025-01
298,2025-01-27 20:00:00,2025-01-27 20:05:00,BUY,99832.0,99732.0,100032.0,99732.0,-100.0,SL,100.0,False,2025-01
299,2025-01-27 22:45:00,2025-01-27 22:50:00,BUY,101698.0,101598.0,101898.0,101898.0,200.0,TP,100.0,False,2025-01
300,2025-01-28 01:15:00,2025-01-28 01:20:00,BUY,101906.5,101806.5,102106.5,101806.5,-100.0,SL,100.0,False,2025-01
301,2025-01-28 07:05:00,2025-01-28 07:15:00,BUY,102841.0,102741.0,103041.0,103041.0,200.0,TP,100.0,False,2025-01
302,2025-01-28 08:20:00,2025-01-28 08:25:00,BUY,102925.0,102825.0,103125.0,102825.0,-100.0,SL,100.0,False,2025-01
303,2025-01-28 10:40:00,2025-01-28 10:45:00,SELL,102787.0,102887.0,102587.0,102587.0,200.0,TP,100.0,False,2025-01
304,2025-01-28 11:45:00,2025-01-28 12:05:00,BUY,102739.5,102639.5,102939.5,102939.5,200.0,TP,100.0,False,2025-01
305,2025-01-28 13:35:00,2025-01-28 13:40:00,SELL,102478.5,102578.5,102278.5,102578.5,-100.0,SL,100.0,False,2025-01
306,2025-01-28 14:25:00,2025-01-28 14:30:00,BUY,102557.5,102457.5,102757.5,102457.5,-100.0,SL,100.0,True,2025-01
307,2025-01-28 15:45:00,2025-01-28 15:50:00,SELL,102677.5,102777.5,102477.5,102777.5,-100.0,SL,100.0,False,2025-01
308,2025-01-28 16:50:00,2025-01-28 16:55:00,SELL,101984.5,102084.5,101784.5,102084.5,-100.0,SL,100.0,False,2025-01
309,2025-01-28 18:10:00,2025-01-28 18:20:00,BUY,102901.0,102801.0,103101.0,102801.0,-100.0,SL,100.0,False,2025-01
310,2025-01-28 20:15:00,2025-01-28 20:20:00,SELL,101992.5,102092.5,101792.5,102092.5,-100.0,SL,100.0,False,2025-01
311,2025-01-29 01:45:00,2025-01-29 02:05:00,BUY,101808.5,101708.5,102008.5,102008.5,200.0,TP,100.0,False,2025-01
312,2025-01-29 03:00:00,2025-01-29 03:20:00,BUY,101862.5,101762.5,102062.5,101762.5,-100.0,SL,100.0,False,2025-01
313,2025-01-29 04:40:00,2025-01-29 05:05:00,SELL,101975.5,102075.5,101775.5,102075.5,-100.0,SL,100.0,False,2025-01
314,2025-01-29 08:15:00,2025-01-29 08:20:00,SELL,102654.5,102754.5,102454.5,102754.5,-100.0,SL,100.0,False,2025-01
315,2025-01-29 10:15:00,2025-01-29 11:00:00,BUY,102526.5,102426.5,102726.5,102426.5,-100.0,SL,100.0,False,2025-01
316,2025-01-29 12:10:00,2025-01-29 12:20:00,BUY,102710.0,102610.0,102910.0,102610.0,-100.0,SL,100.0,False,2025-01
317,2025-01-29 13:50:00,2025-01-29 13:55:00,SELL,101719.0,101819.0,101519.0,101819.0,-100.0,SL,100.0,False,2025-01
318,2025-01-29 14:20:00,2025-01-29 14:30:00,BUY,102034.5,101934.5,102234.5,102234.5,200.0,TP,100.0,False,2025-01
319,2025-01-29 16:35:00,2025-01-29 16:55:00,BUY,102030.0,101930.0,102230.0,101930.0,-100.0,SL,100.0,False,2025-01
320,2025-01-29 18:30:00,2025-01-29 18:45:00,BUY,102587.0,102487.0,102787.0,102787.0,200.0,TP,100.0,False,2025-01
321,2025-01-29 19:40:00,2025-01-29 19:45:00,BUY,102981.0,102881.0,103181.0,103181.0,200.0,TP,100.0,False,2025-01
322,2025-01-29 21:00:00,2025-01-29 21:05:00,SELL,103899.0,103999.0,103699.0,103999.0,-100.0,SL,100.0,True,2025-01
323,2025-01-30 00:45:00,2025-01-30 00:50:00,BUY,103770.0,103670.0,103970.0,103970.0,200.0,TP,100.0,False,2025-01
324,2025-01-30 04:50:00,2025-01-30 04:55:00,BUY,105253.5,105153.5,105453.5,105453.5,200.0,TP,100.0,False,2025-01
325,2025-01-30 05:55:00,2025-01-30 06:10:00,BUY,105332.5,105232.5,105532.5,105532.5,200.0,TP,100.0,False,2025-01
326,2025-01-30 07:55:00,2025-01-30 08:00:00,BUY,104984.5,104884.5,105184.5,105184.5,200.0,TP,100.0,False,2025-01
327,2025-01-30 08:45:00,2025-01-30 08:55:00,BUY,105186.5,105086.5,105386.5,105086.5,-100.0,SL,100.0,False,2025-01
328,2025-01-30 10:05:00,2025-01-30 10:30:00,SELL,105129.0,105229.0,104929.0,105229.0,-100.0,SL,100.0,False,2025-01
329,2025-01-30 13:15:00,2025-01-30 13:20:00,BUY,105085.0,104985.0,105285.0,105285.0,200.0,TP,100.0,False,2025-01
330,2025-01-30 13:40:00,2025-01-30 13:45:00,SELL,104885.5,104985.5,104685.5,104985.5,-100.0,SL,100.0,False,2025-01
331,2025-01-30 15:20:00,2025-01-30 15:25:00,SELL,105718.0,105818.0,105518.0,105518.0,200.0,TP,100.0,False,2025-01
332,2025-01-30 18:35:00,2025-01-30 18:45:00,BUY,105264.5,105164.5,105464.5,105464.5,200.0,TP,100.0,False,2025-01
333,2025-01-30 20:30:00,2025-01-30 20:35:00,SELL,105555.0,105655.0,105355.0,105355.0,200.0,TP,100.0,False,2025-01
334,2025-01-30 22:55:00,2025-01-30 23:05:00,SELL,105037.0,105137.0,104837.0,105137.0,-100.0,SL,100.0,False,2025-01
335,2025-01-31 00:30:00,2025-01-31 01:00:00,BUY,104807.0,104707.0,105007.0,104707.0,-100.0,SL,100.0,False,2025-01
336,2025-01-31 02:15:00,2025-01-31 02:20:00,SELL,104655.0,104755.0,104455.0,104455.0,200.0,TP,100.0,False,2025-01
337,2025-01-31 04:20:00,2025-01-31 04:35:00,BUY,104347.5,104247.5,104547.5,104247.5,-100.0,SL,100.0,False,2025-01
338,2025-01-31 06:50:00,2025-01-31 07:05:00,SELL,104479.0,104579.0,104279.0,104579.0,-100.0,SL,100.0,False,2025-01
339,2025-01-31 10:45:00,2025-01-31 11:05:00,BUY,104277.5,104177.5,104477.5,104477.5,200.0,TP,100.0,False,2025-01
340,2025-01-31 13:30:00,2025-01-31 13:35:00,SELL,104587.0,104687.0,104387.0,104687.0,-100.0,SL,100.0,False,2025-01
341,2025-01-31 20:30:00,2025-01-31 20:35:00,BUY,102251.5,102151.5,102451.5,102151.5,-100.0,SL,100.0,False,2025-01
342,2025-01-31 20:50:00,2025-01-31 21:00:00,SELL,101687.0,101787.0,101487.0,101787.0,-100.0,SL,100.0,False,2025-01
343,2025-01-31 22:45:00,2025-01-31 23:00:00,SELL,102192.5,102292.5,101992.5,101992.5,200.0,TP,100.0,False,2025-01
344,2025-02-01 02:55:00,2025-02-01 03:00:00,SELL,102357.0,102457.0,102157.0,102457.0,-100.0,SL,100.0,False,2025-02
345,2025-02-01 04:30:00,2025-02-01 05:00:00,BUY,102325.5,102225.5,102525.5,102225.5,-100.0,SL,100.0,False,2025-02
346,2025-02-01 06:05:00,2025-02-01 06:10:00,BUY,102511.5,102411.5,102711.5,102411.5,-100.0,SL,100.0,False,2025-02
347,2025-02-01 07:00:00,2025-02-01 07:15:00,BUY,102403.0,102303.0,102603.0,102303.0,-100.0,SL,100.0,False,2025-02
348,2025-02-01 08:55:00,2025-02-01 09:00:00,BUY,102011.0,101911.0,102211.0,101911.0,-100.0,SL,100.0,False,2025-02
349,2025-02-01 13:45:00,2025-02-01 13:55:00,SELL,102017.0,102117.0,101817.0,101817.0,200.0,TP,100.0,False,2025-02
350,2025-02-01 15:05:00,2025-02-01 15:15:00,BUY,101889.0,101789.0,102089.0,101789.0,-100.0,SL,100.0,False,2025-02
351,2025-02-01 18:30:00,2025-02-01 19:00:00,SELL,102032.5,102132.5,101832.5,101832.5,200.0,TP,100.0,False,2025-02
352,2025-02-01 20:55:00,2025-02-01 21:00:00,BUY,101451.0,101351.0,101651.0,101351.0,-100.0,SL,100.0,False,2025-02
353,2025-02-01 22:40:00,2025-02-01 22:45:00,BUY,100795.0,100695.0,100995.0,100695.0,-100.0,SL,100.0,False,2025-02
354,2025-02-02 00:10:00,2025-02-02 00:25:00,BUY,100801.5,100701.5,101001.5,101001.5,200.0,TP,100.0,False,2025-02
355,2025-02-02 04:30:00,2025-02-02 04:35:00,BUY,99678.5,99578.5,99878.5,99578.5,-100.0,SL,100.0,False,2025-02
356,2025-02-02 11:15:00,2025-02-02 11:20:00,SELL,99268.0,99368.0,99068.0,99068.0,200.0,TP,100.0,False,2025-02
357,2025-02-02 12:20:00,2025-02-02 12:25:00,SELL,98689.5,98789.5,98489.5,98789.5,-100.0,SL,100.0,False,2025-02
358,2025-02-02 15:35:00,2025-02-02 15:45:00,BUY,99152.0,99052.0,99352.0,99052.0,-100.0,SL,100.0,False,2025-02
359,2025-02-02 17:10:00,2025-02-02 17:15:00,BUY,98502.0,98402.0,98702.0,98402.0,-100.0,SL,100.0,False,2025-02
360,2025-02-02 19:30:00,2025-02-02 19:35:00,BUY,97832.0,97732.0,98032.0,97732.0,-100.0,SL,100.0,True,2025-02
361,2025-02-02 21:05:00,2025-02-02 21:10:00,SELL,97561.0,97661.0,97361.0,97661.0,-100.0,SL,100.0,False,2025-02
362,2025-02-02 22:00:00,2025-02-02 22:05:00,BUY,97196.0,97096.0,97396.0,97396.0,200.0,TP,100.0,False,2025-02
363,2025-02-02 23:20:00,2025-02-02 23:25:00,SELL,97137.0,97237.0,96937.0,96937.0,200.0,TP,100.0,False,2025-02
364,2025-02-03 00:00:00,2025-02-03 00:05:00,SELL,97314.0,97414.0,97114.0,97414.0,-100.0,SL,100.0,False,2025-02
365,2025-02-03 00:25:00,2025-02-03 00:30:00,BUY,97486.0,97386.0,97686.0,97386.0,-100.0,SL,100.0,False,2025-02
366,2025-02-03 02:15:00,2025-02-03 02:20:00,BUY,94661.0,94561.0,94861.0,94561.0,-100.0,SL,100.0,True,2025-02
367,2025-02-03 03:40:00,2025-02-03 03:45:00,SELL,94034.0,94134.0,93834.0,94134.0,-100.0,SL,100.0,True,2025-02
368,2025-02-03 06:50:00,2025-02-03 07:00:00,SELL,93780.0,93880.0,93580.0,93880.0,-100.0,SL,100.0,False,2025-02
369,2025-02-03 09:55:00,2025-02-03 10:00:00,SELL,95208.5,95308.5,95008.5,95308.5,-100.0,SL,100.0,False,2025-02
370,2025-02-03 11:30:00,2025-02-03 11:40:00,SELL,95214.0,95314.0,95014.0,95014.0,200.0,TP,100.0,False,2025-02
371,2025-02-03 13:40:00,2025-02-03 13:45:00,BUY,95201.0,95101.0,95401.0,95101.0,-100.0,SL,100.0,False,2025-02
372,2025-02-03 14:30:00,2025-02-03 14:35:00,BUY,95129.0,95029.0,95329.0,95329.0,200.0,TP,100.0,False,2025-02
373,2025-02-03 14:55:00,2025-02-03 15:00:00,BUY,96438.5,96338.5,96638.5,96338.5,-100.0,SL,100.0,False,2025-02
374,2025-02-03 17:35:00,2025-02-03 17:40:00,SELL,98155.0,98255.0,97955.0,98255.0,-100.0,SL,100.0,False,2025-02
375,2025-02-03 20:05:00,2025-02-03 20:10:00,SELL,101161.0,101261.0,100961.0,101261.0,-100.0,SL,100.0,False,2025-02
376,2025-02-03 22:30:00,2025-02-03 22:35:00,SELL,101559.5,101659.5,101359.5,101659.5,-100.0,SL,100.0,False,2025-02
377,2025-02-03 22:45:00,2025-02-03 22:55:00,SELL,101543.0,101643.0,101343.0,101643.0,-100.0,SL,100.0,False,2025-02
378,2025-02-03 23:10:00,2025-02-03 23:35:00,SELL,101526.5,101626.5,101326.5,101326.5,200.0,TP,100.0,False,2025-02
379,2025-02-04 00:45:00,2025-02-04 00:55:00,SELL,101214.0,101314.0,101014.0,101014.0,200.0,TP,100.0,False,2025-02
380,2025-02-04 02:10:00,2025-02-04 02:30:00,SELL,101106.5,101206.5,100906.5,101206.5,-100.0,SL,100.0,False,2025-02
381,2025-02-04 09:55:00,2025-02-04 10:00:00,SELL,98310.5,98410.5,98110.5,98410.5,-100.0,SL,100.0,False,2025-02
382,2025-02-04 10:40:00,2025-02-04 10:45:00,BUY,98794.0,98694.0,98994.0,98694.0,-100.0,SL,100.0,False,2025-02
383,2025-02-04 11:00:00,2025-02-04 11:05:00,BUY,98812.0,98712.0,99012.0,99012.0,200.0,TP,100.0,False,2025-02
384,2025-02-04 12:10:00,2025-02-04 12:30:00,BUY,99216.5,99116.5,99416.5,99416.5,200.0,TP,100.0,False,2025-02
385,2025-02-04 13:50:00,2025-02-04 13:55:00,SELL,99201.5,99301.5,99001.5,99001.5,200.0,TP,100.0,False,2025-02
386,2025-02-04 14:05:00,2025-02-04 14:10:00,SELL,98965.0,99065.0,98765.0,99065.0,-100.0,SL,100.0,True,2025-02
387,2025-02-04 15:15:00,2025-02-04 15:20:00,SELL,98936.5,99036.5,98736.5,99036.5,-100.0,SL,100.0,True,2025-02
388,2025-02-04 16:10:00,2025-02-04 16:15:00,BUY,99581.5,99481.5,99781.5,99781.5,200.0,TP,100.0,False,2025-02
389,2025-02-04 17:10:00,2025-02-04 17:15:00,BUY,99441.0,99341.0,99641.0,99341.0,-100.0,SL,100.0,False,2025-02
390,2025-02-04 19:45:00,2025-02-04 19:50:00,SELL,99677.0,99777.0,99477.0,99477.0,200.0,TP,100.0,False,2025-02
391,2025-02-04 22:15:00,2025-02-04 22:20:00,BUY,97150.0,97050.0,97350.0,97050.0,-100.0,SL,100.0,False,2025-02
392,2025-02-05 04:35:00,2025-02-05 04:50:00,BUY,98155.0,98055.0,98355.0,98055.0,-100.0,SL,100.0,False,2025-02
393,2025-02-05 07:45:00,2025-02-05 08:25:00,BUY,97804.0,97704.0,98004.0,97704.0,-100.0,SL,100.0,False,2025-02
394,2025-02-05 10:00:00,2025-02-05 10:15:00,BUY,97446.0,97346.0,97646.0,97646.0,200.0,TP,100.0,False,2025-02
